id,text,Efficacy endpoints,Safety endpoints,Pharmacokinetics,Mechanism of action,Disease model study,Demographic study
3604,"Ketamine-dependent neuronal activation in healthy volunteers.^
Over the last years, a number of studies have been conducted to clarify the neurobiological correlates of ketamine application. However, comprehensive information regarding the influence of ketamine on cortical activity is still lacking. Using resting‐state functional MRI and integrating pharmacokinetic information, a double‐blind, randomized, placebo‐controlled, crossover study was performed to determine the effects of ketamine on neuronal activation. During a 55 min resting‐state fMRI scan, esketamine (Ketanest S®) was administered intravenously to 35 healthy volunteers. Neural activation as indicated by the BOLD signal using the pharmacokinetic curve of ketamine plasma levels as a regressor was computed. Compared with placebo, ketamine‐dependent increases of neural activation were observed in the midcingulate cortex, the dorsal part of the anterior cingulate cortex, the insula bilaterally, and the thalamus (t values ranging between 5.95‐9.78, p < 0.05; FWE‐corrected). A significant decrease of neural activation in the ketamine condition compared to placebo was found in a cluster within the subgenual/subcallosal part of the anterior cingulate cortex, the orbitofrontal cortex and the gyrus rectus (t = 7.81, p < 0.05, FWE‐corrected). Using an approach combining pharmacological and fMRI data, important information about the neurobiological correlates of the clinical antidepressant effects of ketamine could be revealed.",0,0,0,1,0,0
3631,"Pharmacokinetics and Pharmacodynamics of Oral Psilocybin Administration in Healthy Participants.^
Psilocybin is being investigated as a potential treatment for psychiatric and neurological disorders. Only a few studies have evaluated the pharmacokinetics (PKs) of psilocybin and have used body weight-adjusted dosing. Data on PKs and the PK-pharmacodynamic (PD) relationship of fixed doses that are commonly used are unavailable. The present study characterized the PKs and PK-PD relationship of 15, 25, and 30 mg of orally administered psilocybin in 28, 23, and 28 healthy subjects, respectively. Plasma levels of unconjugated psilocin (the psychoactive metabolite of psilocybin) and corresponding subjective effects were repeatedly assessed up to 24 hours. PK parameters were determined using compartmental modeling. Concentration-subjective effect relationships were described using PK-PD modeling. Mean (95% confidence interval) maximal psilocin concentrations were 11 ng/mL (10-13), 17 ng/mL (16-19), and 21 ng/mL (19-24) after the administration of 15, 25, and 30 mg psilocybin, respectively. Maximal concentrations were reached after an average of 2 hours. Elimination half-lives were 1.8 hours (1.7-2.0), 1.4 hours (1.2-1.7), and 1.8 hours (1.6-1.9) for 15, 25, and 30 mg psilocybin, respectively. Mean (± SD) durations of subjective effects were 5.6 ± 2.2 hours, 5.5 ± 1.6 hours, and 6.4 ± 2.2 hours, and maximal effects (""any drug"" effects) were 58% ± 25%, 73% ± 27%, and 80% ± 18% after 15, 25, and 30 mg psilocybin, respectively. Psilocin exhibited dose-proportional PKs. The duration and intensity of subjective effects were dose-dependent. Body weight did not influence pharmacokinetics or the response to psilocybin. These data may serve as a reference for future clinical trials.",0,0,1,0,0,0
3719,"Turn on, Tune in, and Drop out: Predictors of Attrition in a Prospective Observational Cohort Study on Psychedelic Use.^
BACKGROUND: The resurgence of research and public interest in the positive psychological effects of psychedelics, together with advancements in digital data collection techniques, have brought forth a new type of research design, which involves prospectively gathering large-scale naturalistic data from psychedelic users; that is, before and after the use of a psychedelic compound. A methodological limitation of such studies is their high attrition rate, particularly owing to participants who stop responding after initial study enrollment. Importantly, study dropout can introduce systematic biases that may affect the interpretability of results. OBJECTIVE: Based on a previously collected sample (baseline n=654), here we investigated potential determinants of study attrition in web-based prospective studies on psychedelic use. METHODS: Logistic regression models were used to examine demographic, psychological trait and state, and psychedelic-specific predictors of dropout. Predictors were assessed 1 week before, 1 day after, and 2 weeks after psychedelic use, with attrition being defined as noncompletion of the key endpoint 4 weeks post experience. RESULTS: Predictors of attrition were found among demographic variables including age (β=0.024; P=.007) and educational levels, as well as personality traits, specifically conscientiousness (β=-0.079; P=.02) and extraversion (β=0.082; P=.01). Contrary to prior hypotheses, neither baseline attitudes toward psychedelics nor the intensity of acute challenging experiences were predictive of dropout. CONCLUSIONS: The baseline predictors of attrition identified here are consistent with those reported in longitudinal studies in other scientific disciplines, suggesting their transdisciplinary relevance. Moreover, the lack of an association between attrition and psychedelic advocacy or negative drug experiences in our sample contextualizes concerns about problematic biases in these and related data.",0,0,0,0,0,1
3765,"Low doses of lsd acutely increase bdnf blood plasma levels in healthy volunteers: preliminary findings.^
Background: Preclinical research has demonstrated that psychedelic substances from different structural classes such as 2,5‐ dimethoxy‐4‐iodoamphetamine (DOI), lysergic acid diethylamide (LSD), N,N‐dimethyltryptamine (DMT), and psilocybin affect neuroplasticity after acute and chronic administration. While, these effects were similar across psychedelic classes and the dissociative ketamine, LSD was most potent. Additional experiments with DMT also showed these morphological changes, even after the administration of low DMT doses that are considered to be sub‐hallucinogenic. The latter is important in light of the increased scientific interest in using low psychedelic doses, also known as 'microdosing'. Despite preclinical evidence for psychedelic‐induced neuroplasticity, confirmation in humans is grossly lacking. Given the interest in brain‐derived neurotrophic factor (BDNF) as a key player in several neurodegenerative andneuropsychiatric disorders, and the preclinical data showing psychedelics‐induced neuroplasticity, even in low doses of psychedelics, the present, double‐blind placebo‐controlled, within‐subjects study aimed to investigate whether LSD in low doses (0, 5, 10, and 20 mcg) affects BDNF plasma levels in healthy volunteers. Methods: Participants were recreational psychedelic users (N=24, both sexes) who provided informed consent, fell within the inclusion criteria, and passed medical screening including standard blood chemistry, hematology, and urinalysis, prior to inclusion. Test days were scheduled with minimally five days in between. LSD (5, 10, and 20 mcg LSD base, dissolved in 96% Vol ethanol) or placebo (1 mL of ethanol) was administered orally in the morning (10:00 AM). Blood samples were collected every two hours over a six‐hour period, and BDNF levels were determined afterwards in blood plasma using ELISA. Difficulties with the peripheral venous catheter during blood sample collection resulted in missing data. Four trapezoidal areas under the curve (AUC) were calculated for the three LSD doses and placebo. The study adhered to the code of ethics on human experimentation, it was approved by the Medical Ethics Committee of the Academic Hospital of Maastricht and Maastricht University, and registered in the Dutch Clinical Trial register (number: NTR7102 https://www.trialregister.nl/). A permit for obtaining, storing, and administering LSD was obtained from the Dutch Drug Enforcement Administration. Complete within‐subjects cases (N(5 mcg)=10; N(10 mcg)= 9; N (20 mcg)=8) entered statistical analyses. Non‐parametric Wilcoxon signed‐rank (S‐R) tests for related samples (placebo versus LSD dose) were conducted on BDNF AUC's, and on BDNF plasma levels at ‐0.5h, +2h, +4h and +6h after dose administration of 5, 10 and 20 mcg LSD. Separate Friedman tests per treatment condition were performed to test at which timepoint LSD differed statistically from placebo. In case of a main effect Dunn's tests for pairwise comparisons including baseline versus 2h, 4h, and 6h, 2h‐4h, and 4h‐6h were conducted. Effect sizes and 95% confidence intervals (95% CI) are given in case of statistically significant effects at alpha= 0.05. The alpha level was corrected for multiple comparisons with sequential Bonferroni in case of Dunn's tests. Results: Wilcoxon Signed‐Rank (S‐R) tests revealed a statistically significant difference between AUC BDNF levels following 5 (Z= ‐2.60, p= 0.009, r= 0.58, 95% CI [0.11‐1.06]) and 20 mcg LSD (Z= ‐2.52, p= 0.01, r= 0.63, 95% CI [0.09‐1.17]) compared to placebo; the difference between AUC BDNF levels after 10 mcg LSD and placebo was not significant (Z= ‐1.01, p=0.31). Wilcoxon S‐R tests revealed higher BDNF levels at +4h after administration of 5 (Z= ‐2.80, p< 0.01, r= 0.63, 95% CI [0.15‐1.11]) and 10 mcg LSD (Z= ‐1.95, p= 0.05, r= 0.46, 95% [‐0.04‐0.97]) compared to placebo. The latter CI included zero, indicating non‐significance. Tests at +6h after LSD administration revealed significant effects of 5 (Z= ‐2.29, p= 0.02, = 0.51, 95% CI [0.03‐0.99]) and 20 mcg (Z= ‐2.52, p= 0.01, r= 0.63, 95% CI [0.09‐1.17]) LSD compared to placebo. Friedman tests investigating BDNF changes in function of time demonstrated that BDNF plasma levels remained stable in the placebo conditions throughout the test frame. BDNF plasma levels in the LSD conditions showed their highest levels at four hours after administration of 5 mcg LSD (8.95 ng/mL), and at 6 hours after administration of 10 mcg (8.28 ng/mL) and 20 mcg of LSD (11 49 ng/mL). Conclusions: This study provides preliminary evidence that low doses of LSD increase BDNF plasma levels in healthy volunteers up to 6 hours after administration, suggesting a window of opportunity for therapeutic response and/or and cognitive enhancement that might be of use in patient populations. This line of thinking is supported by recent findings with ketamine and ayahuasca (containing the psychedelic DMT) demonstrating increased serum BDNF levels respectively 24 and 48 hours after a single dose, compared to placebo, which was related to fast antidepressant actions. Besides emphasizing the need to sample BDNF beyond the elimination stage, in addition to including behavioral and/or imaging measures, future studies could focus on similarities between underlying biological pathways of the well‐studied ketamine, and LSD, as it will contribute to understanding the scope of effects LSD, might have, based on ketamine findings.",0,0,1,1,0,0
4019,"Psilocybin-assisted therapy for reducing alcohol intake in patients with alcohol use disorder: protocol for a randomised, double-blinded, placebo-controlled 12-week clinical trial (The QUANTUM Trip Trial).^
INTRODUCTION: Alcohol use disorder is a difficult-to-treat psychiatric disorder and a major burden on public health. Existing treatment efficacy is moderate, and relapse rates are high. Preliminary findings suggest that psilocybin, a psychedelic compound, can safely and reliably occasion highly meaningful experiences that may spur a positive change in drinking behaviour when administered in a therapeutic context. However, the efficacy of a single psilocybin administration and its potential neurobiological underpinnings still remain unknown. METHODS AND ANALYSIS: To establish efficacy, we will investigate the effects of psilocybin-assisted therapy versus placebo in a randomised, double-blinded, placebo-controlled 12-week clinical trial. Ninety treatment-seeking patients, aged 20-70 years, diagnosed with alcohol use disorder will be recruited from the community via advertisement and referrals from general practitioners or specialised treatment units. The psilocybin or placebo will be administered in accordance with a protocol for psychological support before, during and after the dosing. Outcome assessments will be carried out 1, 4, 8 and 12 weeks postdosing. The primary outcome is reduction in the percentage of heavy drinking days from baseline to follow-up at 12 weeks. Key secondary outcomes are as follows: (1) total alcohol consumption, (2) phosphatidyl-ethanol, an objective biomarker for alcohol, (3) plasma psilocin, the active metabolite, to establish a possible therapeutic range, (4) the acute subjective drug experience as a possible predictor of treatment outcome and (5) neuronal response to alcohol cues and cognitive flexibility within corticostriatal pathways by use of functional MR brain imaging 1-week postdosing. ETHICS AND DISSEMINATION: Ethical approval has been obtained from the Committee on Health Research Ethics of the Capital Region of Denmark (H-20043832). All patients will be provided oral and written information about the trial before screening. The study results will be disseminated by peer-review publications and conference presentations. TRIAL REGISTRATION NUMBER: EudraCT 2020-000829-55 and NCT05416229.",1,0,1,0,0,0
4151,"MDMA use and neurocognition: A meta-analytic review.^
Rationale: To determine the association between MDMA misuse and neurocognition using meta-analysis. Objective: Separate analyses were conducted based on two sets of inclusion/exclusion criteria. A relatively stringent set required that the subjects be matched on important moderator variables, whereas the other did not. The study participants' performance in the following neurocognitive domains was reviewed: attention/concentration, verbal and nonverbal learning and memory, psychomotor speed and executive systems functioning. Results: In the 11 studies meeting the relatively stringent inclusion/exclusion criteria for this review, MDMA use was associated with neurocognitive deficits in each domain. Similarly, in the 23 studies meeting the relatively lenient inclusion/exclusion criteria for this review, MDMA use was associated with neurocognitive deficits in each domain. Small to medium effect sizes were generally observed. A comparison of the effect sizes across the two sets of analyses did not reveal significant differences. Conclusions: The findings from this review reveal that MDMA use is associated with neurocognitive deficits. The implications of these findings are discussed. © 2006 Springer-Verlag.",0,0,0,1,0,0
4292,"Psychedelic Communitas: Intersubjective Experience During Psychedelic Group Sessions Predicts Enduring Changes in Psychological Wellbeing and Social Connectedness.^
Background: Recent years have seen a resurgence of research on the potential of psychedelic substances to treat addictive and mood disorders. Historically and contemporarily, psychedelic studies have emphasized the importance of contextual elements ('set and setting') in modulating acute drug effects, and ultimately, influencing long-term outcomes. Nevertheless, current small-scale clinical and laboratory studies have tended to bypass a ubiquitous contextual feature of naturalistic psychedelic use: its social dimension. This study introduces and psychometrically validates an adapted Communitas Scale, assessing acute relational experiences of perceived togetherness and shared humanity, in order to investigate psychosocial mechanisms pertinent to psychedelic ceremonies and retreats. Methods: In this observational, web-based survey study, participants (N = 886) were measured across five successive time-points: 2 weeks before, hours before, and the day after a psychedelic ceremony; as well as the day after, and 4 weeks after leaving the ceremony location. Demographics, psychological traits and state variables were assessed pre-ceremony, in addition to changes in psychological wellbeing and social connectedness from before to after the retreat, as primary outcomes. Using correlational and multiple regression (path) analyses, predictive relationships between psychosocial 'set and setting' variables, communitas, and long-term outcomes were explored. Results: The adapted Communitas Scale demonstrated substantial internal consistency (Cronbach's alpha = 0.92) and construct validity in comparison with validated measures of intra-subjective (visual, mystical, challenging experiences questionnaires) and inter-subjective (perceived emotional synchrony, identity fusion) experiences. Furthermore, communitas during ceremony was significantly correlated with increases in psychological wellbeing (r = 0.22), social connectedness (r = 0.25), and other salient mental health outcomes. Path analyses revealed that the effect of ceremony-communitas on long-term outcomes was fully mediated by communitas experienced in reference to the retreat overall, and that the extent of personal sharing or 'self-disclosure' contributed to this process. A positive relationship between participants and facilitators, and the perceived impact of emotional support, facilitated the emergence of communitas. Conclusion: Highlighting the importance of intersubjective experience, rapport, and emotional support for long-term outcomes of psychedelic use, this first quantitative examination of psychosocial factors in guided psychedelic settings is a significant step toward evidence-based benefit-maximization guidelines for collective psychedelic use.",1,0,0,0,0,0
4410,"Phase II, randomized, double-blind, crossover, placebo-controlled clinical trial to evaluate the efficacy and safety of Esketamine as an adjunct to standard care in patients with Obsessive-Compulsive Disorder- OCD.^
INTERVENTION: D27.505.954.427.700.122 In a crossover design, all participants will receive an infusion of 0.045mg/kg midazolam (active placebo) and another infusion of 0.5mg/kg esketamine, with an interval of two weeks between procedures. All study infusions will be administered intravenously over 40 minutes through an infusion pump. Randomization will be performed in blocks, ensuring that half of the patients initially receive midazolam infusion and the other half of the patients initially receive esketamine. Crossing between the blocks will be performed, so that all patients receive both interventions. Participants will be randomly assigned into two distinct groups through a list of random numbers, keeping allocation concealment preserved. Regarding masking, the same investigator responsible for the allocation will prepare the drugs. Study solutions will be provided in identical 50mL syringes containing midazolam or escetamine with the additional volume of saline solution for a total of 50mL. Midazolam and escetamine form a clear solution when dissolved in 0.9% saline, making it impossible to distinguish active treatment from control by visual inspection. The active placebo used, midazolam, is a medication known to not interfere with OCD symptoms, that is, it does not worsen and does not treat. It is a short‐acting benzodiazepine with a rapid onset of action, a short elimination half‐life, and a similar time course of dissociative and non‐specific behavioral effects (eg, sedation, disorientation) to escetamine, thus providing adequate blinding ( Shiroma, 2020). Such medication is widely used in clinical trials (Peyrovian, 2020; Dakwar, 2020; Rothberg, 2020), with data in the literature proving the safety of its use in OCD patients (Bloch 2012, Rodriguez 2017). The sample size cannot be estima CONDITION: obsessive‐compulsive disorder PRIMARY OUTCOME: To compare of obsessive‐compulsive symptoms between the control group and the placebo group from the reduction in the Yale‐Brown Obsessive‐Compulsive Scale score 24h after the infusion, compared to the score before each procedure. It is expected to find a significant reduction, i.e. greater than or equal to 35% in the total score on the Yale‐Brown Obsessive‐Compulsive Scale. A mixed linear fixed effects model will be used to examine the differences between esketamine and midazolam treatment. A composite symmetry covariance structure appears to be the best fit to the data. The constrained maximum likelihood estimate will be used to analyze incomplete data. Significant effects will be examined with simple effects tests. Significance is assessed at P < 0.05, two‐tailed. SECONDARY OUTCOME: To assess changes from baseline scores for 24h, 7, and 14 days after each infusion in the placebo and control groups on the Clinical Global Impression for Severity and Improvement and the Montgomery‐Asberg Depression Rating Scale. We will use the same method described for the primary outcome; To assess the change in the Yale‐Brown Obsessive‐Compulsive Scale total score before each infusion to 7 and 14 days after the procedure between the placebo group and the control group. We will use the same method described for the primary outcome; To assess the proportion of responders (participants who achieved a reduction of at least 35% of symptoms by the Yale‐Brown Obsessive‐Compulsive Scale) of the placebo group and the control group after 24h, 7 and 14 days after each infusion. To assess the proportion of individuals who respond or remit at each point, a McNemar test will be used at each point for the participants and the results will be Bonferroni corrected for the number of points examined. Wilcoxon Rank Sum test will be used to compare severity of obsessive‐compulsive symptoms, severity of depressive symptoms (if any) and percentage of cumulative reduction of obsessive‐compulsive symptoms compared to percentage of reduction of depressive symptoms; To evaluate clinical and biological markers (peripheral biomarkers such as BDNF, IL‐1, IK6, TNF‐alpha, IF , microRNAs and serum esketamine level) and their correspondence with therapeutic response. We will use t‐tests to assess differences in the dosages of these markers at different collection periods and between treatment groups. Pearson's correlation analysis will be used to determine the relationship between Yale‐Brown Obsessive‐Compulsive Scale scores and serum marker levels. Finally, a linear regression model will be used to evaluate the effect of each marker as a possible predictor of Yale‐Brown Obsessive‐Compulsive Scale scores. To verify the safety of the intervention both in the placebo group and in the control group through the instruments Clinician Administrated Dissociative States Scale, Brief Psychiatric Assessment Scale and Young Mania Scale; INCLUSION CRITERIA: Female or male subjects, 18 to 65 years of age; Each participant must have a sufficient level of understanding to understand all procedures and the informed consent form; Participants must complete for Obsessive‐Compulsive Disorder in accordance with the fifth edition of the Diagnostic and Statistical Manual of Mental Disorders, for at least one year, as assessed by a structured diagnostic interview, The Mini International Neuropsychiatric Interview, version 7.0.2, with a Yale‐Brown Obsessive‐Compulsive Scale score of at least 16 points ;Treatment resistance defined as at least one prior attempt at an adequate dose and duration of a serotonin reuptake inhibitor or clomipramine and/or cognitive behavioral therapy with exposure and response prevention or having refused these treatments for individual reasons;Individuals should not have changes in the dosage of selective serotonin reuptake inhibitors or clomipramine by pe least two months before enrollment in the study",1,1,0,0,0,0
4732,"Absence of ketamine effects on memory and other cognitive functions in schizophrenia patients.^
Glutamatergic dysfunction may play an important role in both the pathophysiology of schizophrenia, and impaired memory commonly observed in that disorder. NMDA receptor antagonists impair learning/memory in animal models, putatively based on its ability to block long-term potentiation (LTP) in the hippocampus. Although well studied in animal models, research in humans is limited and confounded by administration of NMDA antagonists before the learning experience. Based on presumed glutamatergic dysfunction, it was predicted that the NMDA antagonist ketamine would not effect memory in schizophrenic subjects. Bolus injections of ketamine (0.5 mg/kg) or placebo were given to seven patients with schizophrenia in this double-blind cross-over study. Immediately prior to injection, subjects were administered verbal and figural memory tests. Delayed recalls were obtained 30-45 min postinjection. In order to rule out drug-induced generalized cognitive impairments, other cognitive tasks were administered pre- and postinjection. The results indicate no differences between the drug and placebo conditions for either memory task, and no changes on the other cognitive tasks observed.",0,1,0,0,0,0
4876,"The association between stage of treatment-resistant depression and clinical utility of ketamine/esketamine: A systematic review.^
OBJECTIVE: Ketamine has demonstrated rapid and significant antidepressant effects in patients with treatment resistant depression (TRD). Herein, we conducted a systematic review to determine ketamine's efficacy as a function of the stage of treatment resistance (e.g., number of failed treatments) among individuals with TRD. METHODS: A systematic search of PubMed and Scopus from inception to August 2021 was conducted. Where applicable, the studies were categorized into low and high stages of resistance, where low category included studies where the mean number of failed antidepressants was <3 or had a higher proportion of subjects with ≤2 antidepressant trials. Reported indicators of treatment resistance and efficacy were extracted from randomized-controlled trials (RCTs) assessing ketamine or esketamine for TRD. RESULTS: In total, 18 RCTs were included in the current review. There was variability across reported indicators of disease severity, definition of treatment resistance, as well as treatment protocols, preventing clear direct and indirect comparison of relative efficacy of ketamine at different stages of treatment resistance. Ketamine was effective in reducing depressive symptoms in RCTs at both lower and higher stages of treatment resistance; however, the effect size and duration of effects was greater in RCTs of lower stage of treatment resistance. CONCLUSIONS: Our findings suggested that ketamine has antidepressant efficacy across all identified stages of treatment resistance, however with increasing failed treatment trials, treatment might be less efficacious. At this time, the comparative efficacy as a function of resistance stage remains to be well-established. Evaluation of participant level data is required to more clearly determine the association between level of treatment resistance and likelihood of response.",1,0,0,0,0,0
4969,"The serotonin uptake inhibitor citalopram reduces acute cardiovascular and vegetative effects of 3,4-methylenedioxymethamphetamine ('Ecstasy') in healthy volunteers.^
MDMA (3,4-methylenedioxymethamphetamine) or 'Ecstasy' is a widely used recreational drug that produces a state of heightened mood but also cardiovascular and vegetative side-effects. In animals, MDMA releases serotonin and, to a lesser extent, dopamine and norepinephrine. The release of serotonin can be blocked by serotonin uptake inhibitors such as citalopram. It is unknown to what extent this mechanism is also responsible for the physiological side-effects of MDMA seen in humans. We investigated the effect of citalopram pretreatment (40 mg i.v.) on vegetative and cardiovascular effects of MDMA (1.5 mg/kg p.o.) in a double-blind placebo-controlled study in 16 healthy volunteers. MDMA moderately increased blood pressure and heart rate, slightly elevated body temperature and produced a broad range of acute and short-term side-effects. Citalopram reduced all these MDMA-induced physiological changes except for body temperature. These findings suggest that physiological effects of MDMA in humans are partially due to an interaction of MDMA with the serotonin carrier and a subsequent release of serotonin.",0,1,0,1,0,0
5032,"The efficacy and safety of esketamine in the treatment of major depressive disorder with suicidal ideation: study protocol for a randomized controlled trial.^
BACKGROUND: Major depressive disorder (MDD) is a high risk factor for suicide, with up to 20% of MDD patients attempting suicide during their lifetime. Current treatments for MDD are slow onset of action, low efficiency, and the inability to control suicidal behaviors quickly and effectively. Intravenous ketamine has been shown to have a rapid but transient antidepressant effect, but there is still lack evidence on the efficacy and safety of intravenous esketamine in reducing suicidal ideation and depressive symptoms in MDD patients with suicidal ideation. We designed a study to investigate the effect of short-term repeated intravenous infusion of esketamine three times in MDD patients with suicidal ideation. METHODS: This study features a randomized, double-blind, placebo-controlled trial (RCT) comparing short-term repeated intravenous infusions of esketamine with placebo as a supplement to conventional antidepressants with an intervention period of 6 days and one infusion every other day, followed by 4 weeks of follow-up. These methods support the examination of the efficacy, safety, tolerability, and mechanism of action of short-term repeated intravenous infusions of esketamine in MDD patients with suicidal ideation. DISCUSSION: This is the first RCT to explore the efficacy and safety of short-term repeated infusion of esketamine on suicidal ideation and depressive symptoms in MDD patients with suicidal ideation. If proven effective and tolerated, it will provide evidence for rapid and effective treatment of suicidal ideation and depressive symptoms in MDD individuals with suicidal ideation. TRIAL REGISTRATION: Chinese Clinical Trial Register, ChiCTR2000041232 . Registered 22 December 2020.",1,1,0,0,0,0
5274,"A randomized controlled trial of 3,4-methylenedioxymethamphetamine (MDMA) and fear extinction retention in healthy adults.^
BACKGROUND: Fear conditioning and extinction are well-characterized cross-species models of fear-related posttraumatic stress disorder (PTSD) symptoms, and recent animal data suggest that 3,4-methylenedioxymethamphetamine (MDMA) enhances fear extinction retention. AIMS: This study investigated the effect of MDMA on fear learning, extinction training, and retention in healthy humans. METHODS: The study involved a randomized placebo-controlled, two-group, parallel design trial in a sample of healthy adults, age 21-55 recruited from a major metropolitan area. The experimental paradigm included a fear acquisition session followed by an extinction training session 24 hours later, and 2 hours after study drug administration. Fear extinction retention was measured 48 hours after extinction training. Participants (N = 34; 70.6% male and 29.4% female) were randomly assigned in 1:1 ratio to 100 mg MDMA or placebo. All randomized participants completed the trial and were included in primary analyses. Safety was monitored via adverse events and vital signs. MDMA was well-tolerated with no serious adverse events. RESULTS: Results indicated a significant main effect of session between extinction training and retention with no significant group differences. Significantly more participants in the MDMA group retained extinction learning compared to the placebo group (χ(2) = 7.29, p = 0.007). CONCLUSION: Although we did not observe the hypothesized facilitation of extinction retention, the findings from this initial human trial provide compelling rationale to continue to explore the potential for MDMA to impact extinction retention.Clinical Trials Registry Name and Identifier: Evaluation of MDMA on Startle Response (NCT0318176) https://clinicaltrials.gov/ct2/show/NCT03181763?term = MDMA&draw = 2&rank = 9.",1,1,0,0,0,0
5297,"Routine Drug Screening for Patients in the Emergency Department of a State Psychiatric Hospital: A Naturalistic Cohort Study.^
Objective: This study investigates the proportion of drug users among patients with mental disorders who attended the emergency department of one major psychiatric hospital in Northern Israel, the most frequent psychiatric diagnoses associated with drug use, and the impact of confirmed drug use on hospital admission. We hypothesized that the proportion of individuals with positive urine drug test results presenting at the psychiatric emergency department during the study period would be 20% to 30%. Methods: An unselected cohort of 2,019 adult patients who visited the emergency department of Sha'ar Menashe Mental Health Center, a university-affiliated government facility, was evaluated and underwent routine urine drug testing between April 2012 and February 2014. Clinical, demographic, and urine drug test data were collected from medical records and statistically analyzed, comparing diagnostic evaluation at admission and after discharge from either the emergency department or the hospital. Univariate and logistic regression analyses were used to identify the possible variables associated with drug use in this sample. Results: Urine drug test results showed that 194 of the 2,019 subjects (9.6%) had used a psychoactive substance before attending the emergency department. Among patients with positive urine drug test results, the majority (77.8%) used cannabis, 25.8% used opiates, 24.7% used ecstasy, and 5.2% used cocaine. Differences in the prevalence of positive urine drug test results between admitted and nonadmitted patients did not reach a statistically significant level. The frequency of positive urine drug test results across lifetime International Statistical Classification of Diseases and Related Health Problems 10th Revision (ICD-10) diagnoses was 27.2% for substance-related disorders, 4.8% for psychotic disorders, 4.2% for mood disorders, 11.0% for personality disorders, and 11.5% for nonpsychotic disorders. Both univariate and logistic regression analyses revealed that younger age (18–40), male sex, fewer years of education, single marital status, and ICD-10 diagnosis of substance-related, personality, and nonpsychotic disorders were indicators of higher likelihood of positive urine drug test findings. Conclusions: Results suggest that routine urine toxicology screening is not necessary in the psychiatric emergency department as an adjunct to a thorough psychiatric clinical examination. However, urine drug tests should be performed when the clinical evaluation cannot determine whether the mental disorder is the result of illicit drug use or clearly non–drug-related.",0,1,0,0,0,1
5466,"Positron emission tomographic evidence of toxic effect of MDMA (""Ecstasy"") on brain serotonin neurons in human beings.^
BACKGROUND: (+/-)3,4-methylenedioxymethamphetamine (MDMA, ""Ecstasy"") is a popular recreational drug that selectively damages brain serotonin (5-HT) neurons in animals at doses that closely approach those used by humans. We investigated the status of brain 5-HT neurons in MDMA users. METHODS: We enrolled 14 previous users of MDMA who were currently abstaining from use and 15 controls who had never used MDMA. We used positron emission tomography (PET) with the radioligand carbon-11-labelled McN-5652, which selectively labels the 5-HT transporter. We analysed whether there were differences in 5-HT transporter binding between abstinent MDMA users and participants in the control group. Blood and urine samples were taken and tested to check for abstinence. FINDINGS: MDMA users showed decreased global and regional brain 5-HT transporter binding compared with controls. Decreases in 5-HT transporter binding positively correlated with the extent of previous MDMA use. INTERPRETATION: Quantitative PET studies with a ligand selective for 5-HT transporters can be used to assess the status of 5-HT neurons in the living human brain. We show direct evidence of a decrease in a structural component of brain 5-HT neurons in human MDMA users.",0,0,0,1,0,0
5738,"The Effects of MDMA and Methamphetamine on Feelings of Closeness and Connection During Semi-Structured Conversations With Strangers.^
Background: MDMA is classified as an “empathogenic” drug, as it increases feelings of empathy and closeness to others. These effects are thought to be partly mediated by increased oxytocin release via enhanced serotonergic transmission. Despite its prosocial effects, few studies in humans have examined MDMA in the context of interpersonal interactions. The objectives of this study were to determine the effects of MDMA on feelings of closeness and connection during a semi‐structured dyadic conversation, and to investigate the relations between feelings of closeness and oxytocin levels. To investigate pharmacological specificity, a separate group of subjects was tested with the prototypic stimulant methamphetamine. Methods: Two studies were conducted in separate sets of healthy volunteers. In within‐subject, double‐blind, placebocontrolled designs, subjects aged 18‐35 received a single dose of MDMA (100 mg) or placebo (Study 1; n = 18), or a single dose of methamphetamine (20 mg) or placebo (Study 2; n = 19), during two in‐lab sessions separated by 72 hours. During peak drug effect, they engaged in a 45 min semi‐structured conversation with a novel same‐sex partner. Subjective mood, physiological, and oxytocin levels were obtained at regular intervals, and subjects rated feelings of closeness and connection with their partners at the end of each session and one week later. Results: Both MDMA and methamphetamine increased ratings of feeling connected to the partner, and increased ratings of enjoyment and meaningfulness of the conversation, relative to placebo (Study 1 MDMA; p=0.009 and Study 2 methamphetamine p=0.01). Both MDMA and methamphetamine increased subjective ratings of “sociable,” “loving,” and “friendly.” Only MDMA increased ratings of “trusting,” “grateful,” and “appreciated,” and only methamphetamine increased ratings of “understood” MDMA (p=0.001), and to a lesser extent methamphetamine (p=0.02) increased salivary oxytocin levels. Notably, oxytocin levels were positively correlated with feelings of closeness after MDMA but not after methamphetamine (Study 1; r=0.52, p=0.03). Conclusions: Both MDMA and methamphetamine increased feelings of closeness and connection to strangers during controlled interpersonal interactions, and both drugs increased subjective ratings of sociability. However, these feelings were related to oxytocin only after MDMA, suggesting that the mechanisms mediating prosocial effects may differ across drugs. This study provides a model for future studies assessing effects of drugs on interpersonal interactions.",0,0,0,0,0,0
