"id","text","labels"
"4732","Absence of ketamine effects on memory and other cognitive functions in schizophrenia patients.^\nGlutamatergic dysfunction may play an important role in both the pathophysiology of schizophrenia, and impaired memory commonly observed in that disorder. NMDA receptor antagonists impair learning/memory in animal models, putatively based on its ability to block long-term potentiation (LTP) in the hippocampus. Although well studied in animal models, research in humans is limited and confounded by administration of NMDA antagonists before the learning experience. Based on presumed glutamatergic dysfunction, it was predicted that the NMDA antagonist ketamine would not effect memory in schizophrenic subjects. Bolus injections of ketamine (0.5 mg/kg) or placebo were given to seven patients with schizophrenia in this double-blind cross-over study. Immediately prior to injection, subjects were administered verbal and figural memory tests. Delayed recalls were obtained 30-45 min postinjection. In order to rule out drug-induced generalized cognitive impairments, other cognitive tasks were administered pre- and postinjection. The results indicate no differences between the drug and placebo conditions for either memory task, and no changes on the other cognitive tasks observed.","[0, 1, 0, 0, 0, 0]"
"4876","The association between stage of treatment-resistant depression and clinical utility of ketamine/esketamine: A systematic review.^\nOBJECTIVE: Ketamine has demonstrated rapid and significant antidepressant effects in patients with treatment resistant depression (TRD). Herein, we conducted a systematic review to determine ketamine's efficacy as a function of the stage of treatment resistance (e.g., number of failed treatments) among individuals with TRD. METHODS: A systematic search of PubMed and Scopus from inception to August 2021 was conducted. Where applicable, the studies were categorized into low and high stages of resistance, where low category included studies where the mean number of failed antidepressants was <3 or had a higher proportion of subjects with ≤2 antidepressant trials. Reported indicators of treatment resistance and efficacy were extracted from randomized-controlled trials (RCTs) assessing ketamine or esketamine for TRD. RESULTS: In total, 18 RCTs were included in the current review. There was variability across reported indicators of disease severity, definition of treatment resistance, as well as treatment protocols, preventing clear direct and indirect comparison of relative efficacy of ketamine at different stages of treatment resistance. Ketamine was effective in reducing depressive symptoms in RCTs at both lower and higher stages of treatment resistance; however, the effect size and duration of effects was greater in RCTs of lower stage of treatment resistance. CONCLUSIONS: Our findings suggested that ketamine has antidepressant efficacy across all identified stages of treatment resistance, however with increasing failed treatment trials, treatment might be less efficacious. At this time, the comparative efficacy as a function of resistance stage remains to be well-established. Evaluation of participant level data is required to more clearly determine the association between level of treatment resistance and likelihood of response.","[1, 0, 0, 0, 0, 0]"
"4969","The serotonin uptake inhibitor citalopram reduces acute cardiovascular and vegetative effects of 3,4-methylenedioxymethamphetamine ('Ecstasy') in healthy volunteers.^\nMDMA (3,4-methylenedioxymethamphetamine) or 'Ecstasy' is a widely used recreational drug that produces a state of heightened mood but also cardiovascular and vegetative side-effects. In animals, MDMA releases serotonin and, to a lesser extent, dopamine and norepinephrine. The release of serotonin can be blocked by serotonin uptake inhibitors such as citalopram. It is unknown to what extent this mechanism is also responsible for the physiological side-effects of MDMA seen in humans. We investigated the effect of citalopram pretreatment (40 mg i.v.) on vegetative and cardiovascular effects of MDMA (1.5 mg/kg p.o.) in a double-blind placebo-controlled study in 16 healthy volunteers. MDMA moderately increased blood pressure and heart rate, slightly elevated body temperature and produced a broad range of acute and short-term side-effects. Citalopram reduced all these MDMA-induced physiological changes except for body temperature. These findings suggest that physiological effects of MDMA in humans are partially due to an interaction of MDMA with the serotonin carrier and a subsequent release of serotonin.","[0, 1, 0, 1, 0, 0]"
"5032","The efficacy and safety of esketamine in the treatment of major depressive disorder with suicidal ideation: study protocol for a randomized controlled trial.^\nBACKGROUND: Major depressive disorder (MDD) is a high risk factor for suicide, with up to 20% of MDD patients attempting suicide during their lifetime. Current treatments for MDD are slow onset of action, low efficiency, and the inability to control suicidal behaviors quickly and effectively. Intravenous ketamine has been shown to have a rapid but transient antidepressant effect, but there is still lack evidence on the efficacy and safety of intravenous esketamine in reducing suicidal ideation and depressive symptoms in MDD patients with suicidal ideation. We designed a study to investigate the effect of short-term repeated intravenous infusion of esketamine three times in MDD patients with suicidal ideation. METHODS: This study features a randomized, double-blind, placebo-controlled trial (RCT) comparing short-term repeated intravenous infusions of esketamine with placebo as a supplement to conventional antidepressants with an intervention period of 6 days and one infusion every other day, followed by 4 weeks of follow-up. These methods support the examination of the efficacy, safety, tolerability, and mechanism of action of short-term repeated intravenous infusions of esketamine in MDD patients with suicidal ideation. DISCUSSION: This is the first RCT to explore the efficacy and safety of short-term repeated infusion of esketamine on suicidal ideation and depressive symptoms in MDD patients with suicidal ideation. If proven effective and tolerated, it will provide evidence for rapid and effective treatment of suicidal ideation and depressive symptoms in MDD individuals with suicidal ideation. TRIAL REGISTRATION: Chinese Clinical Trial Register, ChiCTR2000041232 . Registered 22 December 2020.","[1, 1, 0, 0, 0, 0]"
"5274","A randomized controlled trial of 3,4-methylenedioxymethamphetamine (MDMA) and fear extinction retention in healthy adults.^\nBACKGROUND: Fear conditioning and extinction are well-characterized cross-species models of fear-related posttraumatic stress disorder (PTSD) symptoms, and recent animal data suggest that 3,4-methylenedioxymethamphetamine (MDMA) enhances fear extinction retention. AIMS: This study investigated the effect of MDMA on fear learning, extinction training, and retention in healthy humans. METHODS: The study involved a randomized placebo-controlled, two-group, parallel design trial in a sample of healthy adults, age 21-55 recruited from a major metropolitan area. The experimental paradigm included a fear acquisition session followed by an extinction training session 24 hours later, and 2 hours after study drug administration. Fear extinction retention was measured 48 hours after extinction training. Participants (N = 34; 70.6% male and 29.4% female) were randomly assigned in 1:1 ratio to 100 mg MDMA or placebo. All randomized participants completed the trial and were included in primary analyses. Safety was monitored via adverse events and vital signs. MDMA was well-tolerated with no serious adverse events. RESULTS: Results indicated a significant main effect of session between extinction training and retention with no significant group differences. Significantly more participants in the MDMA group retained extinction learning compared to the placebo group (χ(2) = 7.29, p = 0.007). CONCLUSION: Although we did not observe the hypothesized facilitation of extinction retention, the findings from this initial human trial provide compelling rationale to continue to explore the potential for MDMA to impact extinction retention.Clinical Trials Registry Name and Identifier: Evaluation of MDMA on Startle Response (NCT0318176) https://clinicaltrials.gov/ct2/show/NCT03181763?term = MDMA&draw = 2&rank = 9.","[1, 1, 0, 0, 0, 0]"
"5297","Routine Drug Screening for Patients in the Emergency Department of a State Psychiatric Hospital: A Naturalistic Cohort Study.^\nObjective: This study investigates the proportion of drug users among patients with mental disorders who attended the emergency department of one major psychiatric hospital in Northern Israel, the most frequent psychiatric diagnoses associated with drug use, and the impact of confirmed drug use on hospital admission. We hypothesized that the proportion of individuals with positive urine drug test results presenting at the psychiatric emergency department during the study period would be 20% to 30%. Methods: An unselected cohort of 2,019 adult patients who visited the emergency department of Sha'ar Menashe Mental Health Center, a university-affiliated government facility, was evaluated and underwent routine urine drug testing between April 2012 and February 2014. Clinical, demographic, and urine drug test data were collected from medical records and statistically analyzed, comparing diagnostic evaluation at admission and after discharge from either the emergency department or the hospital. Univariate and logistic regression analyses were used to identify the possible variables associated with drug use in this sample. Results: Urine drug test results showed that 194 of the 2,019 subjects (9.6%) had used a psychoactive substance before attending the emergency department. Among patients with positive urine drug test results, the majority (77.8%) used cannabis, 25.8% used opiates, 24.7% used ecstasy, and 5.2% used cocaine. Differences in the prevalence of positive urine drug test results between admitted and nonadmitted patients did not reach a statistically significant level. The frequency of positive urine drug test results across lifetime International Statistical Classification of Diseases and Related Health Problems 10th Revision (ICD-10) diagnoses was 27.2% for substance-related disorders, 4.8% for psychotic disorders, 4.2% for mood disorders, 11.0% for personality disorders, and 11.5% for nonpsychotic disorders. Both univariate and logistic regression analyses revealed that younger age (18–40), male sex, fewer years of education, single marital status, and ICD-10 diagnosis of substance-related, personality, and nonpsychotic disorders were indicators of higher likelihood of positive urine drug test findings. Conclusions: Results suggest that routine urine toxicology screening is not necessary in the psychiatric emergency department as an adjunct to a thorough psychiatric clinical examination. However, urine drug tests should be performed when the clinical evaluation cannot determine whether the mental disorder is the result of illicit drug use or clearly non–drug-related.","[0, 1, 0, 0, 0, 1]"
"5466","Positron emission tomographic evidence of toxic effect of MDMA (""Ecstasy"") on brain serotonin neurons in human beings.^\nBACKGROUND: (+/-)3,4-methylenedioxymethamphetamine (MDMA, ""Ecstasy"") is a popular recreational drug that selectively damages brain serotonin (5-HT) neurons in animals at doses that closely approach those used by humans. We investigated the status of brain 5-HT neurons in MDMA users. METHODS: We enrolled 14 previous users of MDMA who were currently abstaining from use and 15 controls who had never used MDMA. We used positron emission tomography (PET) with the radioligand carbon-11-labelled McN-5652, which selectively labels the 5-HT transporter. We analysed whether there were differences in 5-HT transporter binding between abstinent MDMA users and participants in the control group. Blood and urine samples were taken and tested to check for abstinence. FINDINGS: MDMA users showed decreased global and regional brain 5-HT transporter binding compared with controls. Decreases in 5-HT transporter binding positively correlated with the extent of previous MDMA use. INTERPRETATION: Quantitative PET studies with a ligand selective for 5-HT transporters can be used to assess the status of 5-HT neurons in the living human brain. We show direct evidence of a decrease in a structural component of brain 5-HT neurons in human MDMA users.","[0, 0, 0, 1, 0, 0]"
"5738","The Effects of MDMA and Methamphetamine on Feelings of Closeness and Connection During Semi-Structured Conversations With Strangers.^\nBackground: MDMA is classified as an “empathogenic” drug, as it increases feelings of empathy and closeness to others. These effects are thought to be partly mediated by increased oxytocin release via enhanced serotonergic transmission. Despite its prosocial effects, few studies in humans have examined MDMA in the context of interpersonal interactions. The objectives of this study were to determine the effects of MDMA on feelings of closeness and connection during a semi‐structured dyadic conversation, and to investigate the relations between feelings of closeness and oxytocin levels. To investigate pharmacological specificity, a separate group of subjects was tested with the prototypic stimulant methamphetamine. Methods: Two studies were conducted in separate sets of healthy volunteers. In within‐subject, double‐blind, placebocontrolled designs, subjects aged 18‐35 received a single dose of MDMA (100 mg) or placebo (Study 1; n = 18), or a single dose of methamphetamine (20 mg) or placebo (Study 2; n = 19), during two in‐lab sessions separated by 72 hours. During peak drug effect, they engaged in a 45 min semi‐structured conversation with a novel same‐sex partner. Subjective mood, physiological, and oxytocin levels were obtained at regular intervals, and subjects rated feelings of closeness and connection with their partners at the end of each session and one week later. Results: Both MDMA and methamphetamine increased ratings of feeling connected to the partner, and increased ratings of enjoyment and meaningfulness of the conversation, relative to placebo (Study 1 MDMA; p=0.009 and Study 2 methamphetamine p=0.01). Both MDMA and methamphetamine increased subjective ratings of “sociable,” “loving,” and “friendly.” Only MDMA increased ratings of “trusting,” “grateful,” and “appreciated,” and only methamphetamine increased ratings of “understood” MDMA (p=0.001), and to a lesser extent methamphetamine (p=0.02) increased salivary oxytocin levels. Notably, oxytocin levels were positively correlated with feelings of closeness after MDMA but not after methamphetamine (Study 1; r=0.52, p=0.03). Conclusions: Both MDMA and methamphetamine increased feelings of closeness and connection to strangers during controlled interpersonal interactions, and both drugs increased subjective ratings of sociability. However, these feelings were related to oxytocin only after MDMA, suggesting that the mechanisms mediating prosocial effects may differ across drugs. This study provides a model for future studies assessing effects of drugs on interpersonal interactions.","[0, 0, 0, 0, 0, 0]"
"5789","Safety, tolerability, and efficacy of psilocybin in 9 patients with obsessive-compulsive disorder.^\nBACKGROUND: Anecdotal reports suggest that psychedelic agents may relieve symptoms of obsessive-compulsive disorder (OCD). This modified double-blind study investigated the safety, tolerability, and clinical effects of psilocybin, a potent 5-HT(1A) and 5-HT(2A/2C) agonist, in patients with OCD. METHOD: Nine subjects with DSM-IV-defined OCD and no other current major psychiatric disorder participated in up to 4 single-dose exposures to psilocybin in doses ranging from sub-hallucinogenic to frankly hallucinogenic. Low (100 microg/kg), medium (200 microg/kg), and high (300 microg/kg) doses were assigned in that order, and a very low dose (25 microg/kg) was inserted randomly and in double-blind fashion at any time after the first dose. Testing days were separated by at least 1 week. Each session was conducted over an 8-hour period in a controlled environment in an outpatient clinic; subjects were then transferred to a psychiatric inpatient unit for overnight observation. The Yale-Brown Obsessive Compulsive Scale (YBOCS) and a visual analog scale measuring overall obsessive-compulsive symptom severity were administered at 0, 4, 8, and 24 hours post-ingestion. The Hallucinogen Rating Scale was administered at 8 hours, and vital signs were recorded at 0, 1, 4, 8, and 24 hours after ingestion. The study was conducted from November 2001 to November 2004. RESULTS: Nine subjects were administered a total of 29 psilocybin doses. One subject experienced transient hypertension without relation to anxiety or somatic symptoms, but no other significant adverse effects were observed. Marked decreases in OCD symptoms of variable degrees were observed in all subjects during 1 or more of the testing sessions (23%-100% decrease in YBOCS score). Repeated-measures analysis of variance for all YBOCS values revealed a significant main effect of time on Wilks lambda (F = 9.86, df = 3,3; p = .046), but no significant effect of dose (F = 2.25, df = 3,3; p = .261) or interaction of time and dose (F = 0.923, df = 9,45; p = .515). Improvement generally lasted past the 24-hour timepoint. CONCLUSIONS: In a controlled clinical environment, psilocybin was safely used in subjects with OCD and was associated with acute reductions in core OCD symptoms in several subjects.","[1, 1, 0, 0, 0, 0]"
"5804","Greater vulnerability to the amnestic effects of ketamine in males.^\nRATIONALE: Gender differences both in response to ketamine in animals and general cognitive functioning in humans have been observed and suggested to be related to modulatory effects of sex hormones on N-methyl-D: -aspartate receptor (NMDA-R) functioning. OBJECTIVES: The current study aimed to determine whether there were gender differences in response to ketamine in humans. METHODS: Behavioral data including positive and negative symptoms (Brief Psychiatric Rating Scale), perceptual alterations (Clinician-Administered Dissociative States Scale, CADSS), and ""high"" and ""anxiety"" states (Visual Analog Scale) from 295 subjects who participated in a total of 11 placebo-controlled ketamine studies were analyzed. In a subset of subjects, memory (Hopkins Verbal Learning Task: HVLT, n=108) and attention (continuous performance task, n=177) data were also analyzed. RESULTS: Male participants showed a greater performance decrement on the HVLT after ketamine administration compared to women. Men also reported a greater subjective sense of memory impairment on a CADSS subscale. No other gender differences in behavioral or cognitive measures were observed. CONCLUSIONS: Men showed a greater vulnerability to the amnestic effects of ketamine than women. Possible explanations of these findings are neuroanatomical and cognitive differences in processing of words in men and women and interactions between sex hormones and NMDA-R function.","[0, 0, 0, 1, 0, 0]"
"6007","Does a Single Intravenous Dose of Ketamine Reduce the Need for Supplemental Opioids in Post-Cesarean Section Patients?.^\nEligible women for elective cesarean section admitted to the Labor and Delivery Unit of Prentice Women's Hospital will be approached for study participation immediately after the routine preanesthetic evaluation. This occurs shortly after admission to the Labor and Delivery Unit. Women who agree to participate will give written, informed consent at this time. Subjects will be prepared preoperatively in the usual fashion with intravenous (IV) access, aspiration prophylaxis and intraoperative monitoring. Preincision antibiotics will be given and uterotonic medications will be used as per usual practice after delivery. The anesthesiologist will perform a spinal anesthetic per routine with the subject in the sitting position using sterile technique at the L3‐4 interspace (± one vertebral interspace). The spinal anesthetic will consist of 12 mg of hyperbaric bupivacaine + 15 μg fentanyl + 150 μg of morphine. The subject will be placed supine with left lateral tilt to alleviate aortocaval compression. Cesarean section will commence after adequate anesthesia is assured to a T4 sensory level to pinprick. Vasopressors and IV fluids will be administered at the anesthesiologist's discretion per usual practice. At the time of delivery, subjects will be randomized to one of two groups using a computer generated random number table. Randomization will be blocked based on whether the cesarean procedure is a primary or a repeat procedure. Randomization assignments will be kept in sequentially numbered opaque envelopes. The envelope will be opened by a research nurse who will prepare a 20 mL syringe labeled ""study drug"". The syringe will be given to the anesthesiologist blinded to the treatment group who will subsequently administer the study drug. Subjects randomized to the treatment group will receive ketamine 10 mg (ketamine 10 mg/mL) diluted to 20 mL with 0.9% preservative free saline. Subjects randomized to the placebo group will receive 20 mL preservative free saline. The study drug will be administered into the intravenous line via an infusion pump over 10 minutes. Five minutes after placebo or drug administration, the anesthesiologist will ask the subject if she has nausea, vomiting and pruritus. Nausea and pruritus will be graded as none, mild, moderate or severe; and vomiting as present or absent. Any spontaneous complaints of psychedelic effects will be noted at this time. Sedation will be assessed via the Richmond agitation‐sedation scale (RASS [see Appendix 1]). Upon completion of the cesarean section, the subject will be transported to the post anesthesia recovery unit. Patients will receive ketorolac 30 mg every 6 hours time 4 doses beginning shortly after admission to the PACU. At 1 h, 4 h, 8 h, 12 h and at 24 h after administration of the study drug, the subject's pain will be assessed using the numeric rating scale for pain NRS 0‐10 (see Appendix 2). Patients may request rescue analgesia if they are experiencing discomfort. The time of first rescue analgesia request will be noted, and the NRS will be determined at the time of request for rescue analgesia. Rescue medication will consist of hydrocodone 10 mg plus acetaminophen 325 mg per os. An additional dose of hydrocodone 10 mg plus acetaminophen 325 mg will be provided after 1 hour if the pain is not relieved to the subject's satisfaction. These are routine oral analgesic medications for postoperative cesarean delivery analgesia. Standard orders will be written for monitoring sedation and respiratory rate, and treatment of side effects (nausea, vomiting, pruritus and respiratory depression). The total amount of rescue medication will be determined for each subject after 24, 48 and 72 hours. The presence of nausea, vomiting, and pruritus will be assessed at the same time intervals as the NRS for pain: 1 h, 4 h, 8 h, 12 h and 24 h after IV infusion of ketamine or placebo. The subjective psychedelic effects of ketamine and morphine will be assessed using a set of true/false questions from the LSD and morphine short form of the Addiction Research Center In entory, ARCI (Appendix 3). These questions will be administered verbally by the anesthesiologist or researcher blinded to the treatment group upon admission to the PACU and at 4 h. The following data will be collected in addition to the primary and secondary outcome data: maternal age, height, weight, prepregnancy weight, gestational age and IV fluids administered during cesarean section. In addition, all intraoperative and postoperative medications will be recorded, including those administered for the treatment of side effects listed above. Protocol specific analgesia assessment ends 24 hours after administration of the study drug. At 72 hours the subject will be asked about her satisfaction with postoperative analgesia (100 mm scale, 0 mm = not satisfied at all, 100 mm = very satisfied). One telephone follow‐up evaluation 2 weeks after delivery will again, assess for satisfaction with analgesia and average pain (NRS) since the procedure.","[1, 0, 0, 0, 0, 0]"
"6029","Pharmacological Interaction Between Carvedilol and Methylenedioxymethamphetamine (MDMA).^\n3,4‐methylenedioxymethamphetamine (MDMA, ""ecstasy"") is widely used by young people for its euphoric effects. MDMA releases serotonin (5‐HT), dopamine, and norepinephrine (NE). NE release is thought to mediate the cardiovascular effects of MDMA and may also contribute to its psychostimulant effects. However, the functional role of adrenergic postsynaptic receptors in the cardiovascular and subjective effects of MDMA in humans is largely unclear. To determine the role of alpha‐ and beta adrenergic receptors in the response to MDMA in humans the investigators test the effects of the alpha‐ and beta‐receptor blocker carvedilol on the physiological and subjective effects of MDMA. The investigators use a randomized double‐blind placebo‐controlled cross‐over design with four experimental sessions. Carvedilol or placebo will be administered 1 h before MDMA or placebo to 16 healthy volunteers. Subjective and cardiovascular responses will be repeatedly assessed throughout the experiments and plasma samples are collected for pharmacokinetics. The primary hypothesis is that carvedilol will significantly reduce the blood pressure response to MDMA.","[0, 0, 1, 1, 0, 0]"
"6137","Pilot Trial of Visual Healing® in Psilocybin-assisted Therapy for Alcohol Use Disorder.^\nThe objective of the study is to test a strategy for optimizing Set and Setting for psilocybin‐assisted therapy of alcohol use disorder. Psilocybin shows promise in early trials for alcohol use disorder, but initial results suggest that patients with alcohol use disorder may be less likely to achieve a mystical experience with standard doses of psilocybin. Optimizing Set and Setting for the psilocybin experience may improve outcomes without requiring higher drug doses. The current study will complete a pilot randomized clinical trial to assess the feasibility, safety, and tolerability of Visual Healing Set and Setting (N=10) versus standard Set and Setting procedures (N=10) in participants with alcohol use disorder undergoing open‐label psilocybin 25 mg therapy. In the Visual Healing condition, participants will view nature‐themed video programs during the Prep session and during the Ascent phase of the psilocybin experience. Anecdotal reports and reviews suggest that viewing Visual Healing creates a tranquil and calming environment that fosters a stronger connection between the viewer and nature. Psilocybin increases the users feeling of connection to nature and having an intention to connect with nature during the psychedelic session is associated with better outcomes of psychedelic‐assisted therapy in initial studies. Reducing pre‐dosing anxiety/apprehension and enhancing connections to nature with Visual Healing may improve outcomes of psychedelic‐assisted therapy without the need for higher psilocybin doses.","[0, 1, 0, 0, 0, 0]"
"6160","Precision Functional Brain Mapping in Psilocybin.^\nPsilocybin shows promise as a safe, transformational therapeutic across several psychiatric conditions. However, little is know about its mechanism of action. This study aims to establish a neuroimaging paradigm for use in future clinical research testing the effectiveness of psilocybin in various clinical applications. In this study, we will assess both acute (during psilocybin exposure) and sustained (one week post‐exposure) effects of 5‐HT2A receptor agonism on brain circuits using resting state functional connectivity and precision functional mapping (PFM). Using a randomized, controlled crossover study design, a small number of healthy volunteers will receive either psilocybin or methylphenidate (MTP) and will undergo MRI (structural, task, blood flow, extended resting state). After two weeks, participants will return for a second exposure with the alternate of what they received in the first session. This study involves up to five separate imaging sessions. Functional connectivity will be measured using the following PFM approach: 1. Extended functional magnetic resonance imaging (fMRI) image acquisition 2. Aggressive data cleaning 3. Analysis designed to examine functional brain connectivity at the individual level This will allow us to map the effects of 5‐HT2A receptor agonism on cortical and cortico‐subcortical brain networks at the individual level with precision that is unparalleled in the current literature. This is the first step in developing a precision neuroimaging approach for mechanistic understanding of psilocybin's therapeutic effects. If successful, this pharmacoimaging paradigm will have potential utility across psychiatric conditions, allowing us to better understand whether and how psilocybin might ""bend the curve"" in treatment course, preventing persistent suffering, disability, and suicide.","[0, 0, 0, 1, 0, 0]"
"6364","Personal and family history of alcohol dependence alters antidepresant response to oral riluzole post-ketamine infusion.^\nBackground: Family history of alcohol dependence is a positive predictor of ketamine's antidepressant effects in unipolar and bipolar depression. As we recently suggested that the glutamatergic modulator riluzole may delay time to relapse after ketamine infusion in a 4 week trial, we investigated if a lifetime personal or family history of alcohol dependence mediated riluzole's effect. Methods: Secondary analysis of randomized, double‐blind placebo controlled trial of treatment‐resistant unipolar depression (18‐65, MADRS≥22) who received a single intravenous infusion of ketamine (0.5 mg/kg) and randomized to double‐blind treatment with riluzole (100‐200 mg/day) or placebo for 4 weeks. Results: Family history of alcohol dependence predicted a positive response to ketamine (p=.02). In subjects randomized to placebo, the family history positive group maintained a greater antidepressant response (p=.002). There was no significant difference in antidepressant efficacy based on a family history of alcoholism in subjects randomized to riluzole (p=.88). No antidepressant difference was observed between placebo and riluzole in subjects with no family history of alcoholism (p=.27). Riluzole inhibited the sustained antidepressant effect in subjects with a family history of alcoholism (p=.04). Past personal history had no main effect (p=.057). Conclusions: Riluzole reduced the antidepressant effect of ketamine in patients with a family history but does not significantly improve the effect in patients without a family history. Personal history did not emerge as a significant factor. Although this study was not specifically powered based on family history, it is unlikely that riluzole extension post‐ketamine is a useful adjunct based on personal or family history of alcoholism.","[1, 0, 0, 0, 0, 0]"
"6403","Sub(acute) Profiling of 2C-B Versus Psilocybin.^\nINTERVENTION: Latin square randomisation of 3 condition arms: 1. 20 mg oral 2C‐B (powder, dissolved in bitter lemon drink) 2. 15 mg oral psilocybin (powder, dissolved in bitter lemon drink) 3. 200 ml bitter lemon drink (non‐active control, administration solvent) Each drug is to be administered as a solution on separate 6 hour dosing days with follow‐ups the morning after (+1 days) and 5 days later. There will be a 2 week washout period between drug administrations. CONDITION: N/A PRIMARY OUTCOME: Acute dosing day performance as assessed by the digit symbol substitution task. SECONDARY OUTCOME: 1. Acute cognition:; Sustained attention as measured by the Psychomotor Vigilance Task on each dosing day at +2:35 h; Sensorimotor function as measured by the Motor Screen Task on each dosing day at + 2:15 h; Executive function as measured by the Tower of London on each dosing day at + 2:20 h; Emotional memory encoding and recollection as measured by the Emotional Memory Task on each dosing day at +2:40h and +1 day follow‐up at + 0:50 h; Visuospatial memory encoding and recollection as assessed by the Spatial Memory Task on each dosing at day + 2:50 h and + 3: 25 h; Cognitive tempo as assessed by Matching Familiar Figures task on each dosing day at + 3:30 h; ; 2. Acute behaviour:; Self‐hood using Virtual Reality self‐location task at +5 hours on each dosing day; Cognitive and emotional empathy as assessed by the Multifaceted Empathy Test and Interpersonal Reactivity Index on each dosing day at + 4 h and +6 h respectively; 3. Acute fMRI:; Functional connectivity (within‐network, between‐network) as measured by resting‐state fMRI at + 1:30 h; GABA, glutamate concentrations as measured by magnetic resonance spectroscopy seed analysis at + 1:45 h; Emotional regulation and processing as measured by Emotional Regulation Task at + 2 h.; fMRI resting‐state introspection profiling as measured by the Amsterdam Resting State Questionnaire (ARSQ) at + 2:10 h.; ; 4. Acute pharmacokinetics and metabolomics:; Metabolite and drug quantification measured using hourly blood samples at baseline, +1 to+6 h; Metabolite and drug quantification measured using earwax samples at baseline, +1 to +6h; ; 5. Acute subjective effects: ; Drug intensity as measured by intensity visual analogue scale and Bowdles visual analogue; scale hourly (baseline, +1 ‐ +6h); Mood as measured by the Profile of Mood States questionnaire hourly (baseline, +1 ‐ +6h); Depersonalisation as measured by the Clinician Administered Dissociative States Scale hourly (baseline, +1 ‐ +6h); ; 6. Acute retrospective effects:; Altered states of consciousness as measured by the Hallucinogen Rating Scale, Altered States of Consciousness Rating Scale and The Ego‐Dissolution Inventory at + 6 hours.; ; 7.Subacute behavioural metric change:; Impulsivity as measured by the 4‐choice Serial Reaction Time Task at +24 h (1‐day follow‐up); and the Barratt Impulsivity Scale 11 at + 24 h (1‐day follow‐up) and +120 h (5‐day follow‐up); Self‐other cognition as measured by the Probabilistic False Beliefs Task +24 h (1‐day follow‐up); Perspective taking as measured by the Visuospatial Perspective taking task at +24 h (1‐day follow‐up); Cognitive flexibility as measured by the Stroop Colour and Word task at + 24 h (1‐day follow‐up); Reactive aggression and aggressive tendencies as measured by the Point Subtraction; Aggression Paradigm, Aggression Visual Analogue Scale and Single Category Implicit Association Task at + 24 h (1‐day follow‐up); Daily self‐reported aggression as measured by the The Buss‐Perry Aggression Questionnaire (BPAQ); Positive and negative affect as measured by the Positive and Negative Affect Schedule at + 24 h (1‐day follow‐up) and +120 h (5‐day follow‐up); Social connectedness as measured by the Revised Social Connectedness Scale at + 24 h (1‐day follow‐up) and +120 h (5‐day follow‐up); Social connectedness/one‐ness as measured by the Inclusion of Other in The Self Scale at 24h (1‐day follow‐up) nd +120 h (5‐day follow‐up); Decentering as measured by the Experiences Questionnaire at 24 h (1‐day follow‐up) and +120 h (5‐day follow‐up); Emotional regulation style as measured by the Difficulties in Emotional Regulation Scale at+120 h (5‐day follow‐up); Persisting psychedelic effects as measured by the Persisting Effects Questionnaire at +120h (5‐day follow‐up); Drug‐related side effects as measured by the participant diary at +120 h (5‐day follow‐up); Morality schema using the Defining Issues Task 2 at baseline and 8 weeks; Cognitive flexibility using the Cognitive Flexibility Scale at baseline and 8 weeks INCLUSION CRITERIA: 1. Previous experience with at least one psychedelic substance (e.g., psilocybin, LSD, DMT, ayahuasca, psilocybe fungi =1 times) but not within the past three months. 2. Aged between 18 and 40 years. 3. Free from medication (any drug prescribed for a medical indication). 4. The participant is, in the opinion of the investigator, generally healthy based on assessment of medical history, physical examination, vital signs, electrocardiogram (ECG), and the results of the haematology, clinical chemistry, urinalysis, serology, and other laboratory tests. 5. A resting pulse and heart rate (as read on the ECG) =51 bpm and =100 bpm. For participants in good physical condition, the lower limit is =45 bpm. 6. A resting systolic blood pressure =91 mmHg and =140 mmHg and a resting diastolic blood pressure =51 mmHg and =90 mmHg. 7. Clinical laboratory test values within clinical reference ranges at screening. Borderline values may be accepted i","[0, 0, 1, 0, 0, 0]"
"6563","The relation between naturalistic use of psychedelics and perception of emotional stimuli: An event-related potential study comparing non-users and experienced users of classic psychedelics.^\nBackground: Previous research has suggested that controlled administration of psychedelic substances can modulate emotional reactivity, enhancing positive and diminishing negative emotions. However, it is unclear whether similar effects are associated with using psychedelics in less-controlled naturalistic environments. Aims: This cross-sectional study investigated the neural markers associated with the perception of emotional stimuli in individuals with extensive experience of naturalistic psychedelic use (15 or more lifetime experiences), comparing them to non-users. Methods: Electroencephalography (EEG) signals were recorded from two groups: experienced psychedelics users (N = 56) and non-users (N = 55). Participants were presented with facial images depicting neutral or emotional expressions (anger, sadness, and happiness). Event-related potential (ERP) components were analyzed as indices of emotional reactivity. Results: Psychedelic users were characterized by significantly lower amplitudes of the N200 component in response to fearful faces, in comparison to non-users. In addition, interaction effects between Group and Emotional expression were observed on N170 and N200 amplitudes, indicating group differences in the processing of fearful faces. However, no significant between-group differences emerged in the analysis of later ERP components associated with attention and cognitive processes (P200 and P300). Conclusions: The results suggest that naturalistic use of psychedelics may be linked to reduced reactivity to emotionally negative stimuli at the early and automatic processing stages. Our study contributes to a better understanding of the effects related to using psychedelics in naturalistic contexts.","[0, 0, 0, 1, 0, 0]"
